name,brand,company,vintage,drink_type,wine_type,varietal_label,alcohol,bottle_size,case_production,country,state,appellation,designation,retail,rating,reviewer,review,date_of_review,date_received,pub_date_web,slug
ZD 2017 Founder's Reserve Pinot Noir (Carneros),ZD,ZD Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,600,USA,California,Carneros,Founder's Reserve,90,91,V.B.,"A fruity, inviting nose of dark cherry and baking spice lead the way to a complex, textured and richly layered midpalate of integrated intensity and dried herb in this reserve-worthy wine. Robust and hearty on the palate it retains a welcome freshness and lasting note of sweet oak.",2019-11-01,2019-07-25,2020-03-01,zd-2017-founders-reserve-pinot-noir-carneros
Zaca Mesa 2017 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Zaca Mesa,Zaca Mesa Winery,2017,wine,Red,Pinot Noir,0.1410,750 ml,501,USA,California,Santa Maria Valley,Bien Nacido Vineyard,48,93,M.K.,"Broad black-cherry and macerated strawberry aromas meet with plenty of clove and cardamom on the soft, lush nose of this bottling. The palate offers a broad range of flavors from Montmorency cherry to white pepper, eucalyptus and bay leaf.",2019-10-01,2019-10-11,2020-09-01,zaca-mesa-2017-bien-nacido-vineyard-pinot-noir-santa-maria-valley
YNOT 2017 Pinot Noir (Santa Barbara County),YNOT,Flying Goat Cellars,2017,wine,Red,Pinot Noir,0.1423,750 ml,176,USA,California,Santa Barbara County,,28,92,M.K.,"Mulberry, macerated wild cherry, cherry pit and dusty garam masala spices show on the nose of this bottling, Norm Yost's affordable appellation blend. There's a black-plum tang to the sip, where cardamom and curry spices decorate the roasted tomato and black-cherry flavors.",2020-05-02,2020-05-22,2020-10-01,ynot-2017-pinot-noir-santa-barbara-county
Writer's Block 2017 Pinot Noir (Lake County),Writer's Block,Steele Wines,2017,wine,Red,Pinot Noir,0.1350,750 ml,1050,USA,California,Lake County,,18,88,J.G.,"A good choice in a pleasant, well-mannered wine, this bottle offers just-ripe black-cherry and cinnamon flavors, medium body and a smooth texture.",2020-01-03,2019-12-14,2020-05-01,writers-block-2017-pinot-noir-lake-county
Work Vineyard 2017 Zina's Pinot Noir (Russian River Valley),Work Vineyard,Work Vineyard,2017,wine,Red,Pinot Noir,0.1470,750 ml,150,USA,California,Russian River Valley,Zina's,55,88,V.B.,"This hearty, thick wine shows the warmth of the vintage, thick in cinnamon cola and waves of full-bodied blueberry lushness.",2020-07-21,2020-07-27,2020-12-01,work-vineyard-2017-zinas-pinot-noir-russian-river-valley
Windrun 2017 No. 15 Pinot Noir (Sta. Rita Hills),Windrun,Windrun Wines,2017,wine,Red,Pinot Noir,0.1410,750 ml,350,USA,California,Sta. Rita Hills,No. 15,33,92,M.K.,"Beautifully candied dark-cherry aromas meet with vanilla, nutmeg and cardamom on the lush, inviting nose of this bottling. The sip snaps with strong raspberry and rose-petals flavors that ride a very fresh acidity into a lively finish.",2020-01-18,2020-01-24,2020-05-01,windrun-2017-no-15-pinot-noir-sta-rita-hills
Windchaser 2017 Pinot Noir (Anderson Valley),Windchaser,Windchaser Wine Co.,2017,wine,Red,Pinot Noir,0.1330,750 ml,300,USA,California,Anderson Valley,,35,91,J.G.,"Nicely ripe and well balanced at the same time, this full-bodied wine is scented with cherries and baking spices. Fermented with native yeast, it brings a good grip of tannins and acidity to the palate.",2020-03-25,2020-03-14,2020-08-01,windchaser-2017-pinot-noir-anderson-valley
Willowbrook 2017 Kaufman Sunnyslope Vineyard Clone 777 Pinot Noir (Sonoma Mountain),Willowbrook,Willowbrook Cellars,2017,wine,Red,Pinot Noir,0.1430,750 ml,480,USA,California,Sonoma Mountain,Kaufman Sunnyslope Vineyard Clone 777,28,91,V.B.,"Flavors of black tea, strawberry and black cherry ride along a smooth, velvety palate. While well-structured, it also retains plenty of lift and delicacy throughout.",2020-04-02,2019-12-12,2020-09-01,willowbrook-2017-kaufman-sunnyslope-vineyard-clone-777-pinot-noir-sonoma-mountain
Wildeye 2017 Pinot Noir (Santa Lucia Highlands),Wildeye,Wildeye Winery,2017,wine,Red,Pinot Noir,0.1470,750 ml,340,USA,California,Santa Lucia Highlands,,35,88,M.K.,"Dark red plum, minty eucalyptus, wet gravel and tar aromas show on the nose of this blend of the Pommard and 777 clones. Concentrated cherry and berry flavors show on the sip, enhanced by wild thyme and zesty acidity.",2019-12-14,2019-12-17,2020-05-01,wildeye-2017-pinot-noir-santa-lucia-highlands
Westwood 2017 Pinot Noir (Sonoma County),Westwood,Westwood,2017,wine,Red,Pinot Noir,0.1390,750 ml,1600,USA,California,Sonoma County,,48,90,V.B.,"This is a bold, hugely concentrated wine, jammy in up-front notions of black cherry and baked strawberry. With firm silky tannins that add weight and structure, it shows its oak, letting it settle to reveal appealing accents of dried herb and Asian spice.",2019-09-21,2019-09-26,2020-09-01,westwood-2017-pinot-noir-sonoma-county
Westerhold 2017 Estate Vineyard Pinot Noir (Sonoma Coast),Westerhold,Westerhold Wines,2017,wine,Red,Pinot Noir,0.1530,750 ml,260,USA,California,Sonoma Coast,Estate Vineyard,42,91,V.B.,"This wine is made by Russell Bevan, who sources from the proprietor's hillside vineyard between several mountain peaks, benefiting from coastal air and morning fog. Thick, spicy and herbal, it is possessed of substantial oak and ripe rich flavors of baked cherry, strawberry and forest floor.",2020-03-10,2020-03-22,2020-08-01,westerhold-2017-estate-vineyard-pinot-noir-sonoma-coast
Walt 2017 Brown Ranch Pinot Noir (Carneros),Walt,Walt Wines,2017,wine,Red,Pinot Noir,0.1490,750 ml,0,USA,California,Carneros,Brown Ranch,75,89,V.B.,"Soft, supple and thick in cola and brown sugar, this is a deeply concentrated ripe red wine, with dense layers of black cherry. Baking-spice and dark-chocolate notes dot the finish.",2020-01-19,2020-01-22,2020-05-01,walt-2017-brown-ranch-pinot-noir-carneros
Walt 2017 Bob's Ranch Pinot Noir (Sonoma Coast),Walt,Walt Wines,2017,wine,Red,Pinot Noir,0.1490,750 ml,0,USA,California,Sonoma Coast,Bob's Ranch,75,90,V.B.,"This is a highly ripe, generously bodied wine, with robust flavors of candied cherry and cola. Earthy stem and forest play around its thick, viscous core of baking spice, finishing with plenty of tannin and oak.",2020-01-19,2020-01-22,2020-05-01,walt-2017-bobs-ranch-pinot-noir-sonoma-coast
Walt 2017 Savoy Vineyard Pinot Noir (Anderson Valley),Walt,Walt Wines,2017,wine,Red,Pinot Noir,0.1350,750 ml,300,USA,California,Anderson Valley,Savoy Vineyard,75,92,J.G.,"Bright, spicy new-oak aromas and flavors light up this full-bodied wine, and it delivers good, ripe cherry and black-plum flavors to balance out the oak. With a little time in the bottle the unique character of the Savoy vineyard should emerge. Best after 2022.",2020-01-22,2020-01-16,2020-05-01,walt-2017-savoy-vineyard-pinot-noir-anderson-valley
Walt 2017 Pinot Noir (Anderson Valley),Walt,Walt Wines,2017,wine,Red,Pinot Noir,0.1480,750 ml,5760,USA,California,Anderson Valley,,44,93,J.G.,"Wonderful and complex fruit and oak flavors mingle on a broad warm texture in this full-bodied, flavor-packed and well-balanced wine. Good depth and an attractive layering of black cherry, raspberry and grilled plum make it special.",2019-10-04,2019-09-29,2020-09-01,walt-2017-pinot-noir-anderson-valley
Waits-Mast 2017 Pinot Noir (Mendocino County),Waits-Mast,Waits-Mast Family Cellars,2017,wine,Red,Pinot Noir,0.1360,750 ml,135,USA,California,Mendocino County,,35,91,J.G.,"This nicely balanced and well-rounded wine offers generous fruit flavors and subtle oak spices. It is medium to full in body, fairly soft in texture and concentrated enough to drive a lingering, complex finish. This new wine is the least expensive Pinot from Waits Mast, blended from Anderson Valley grapes mixed with grapes from other parts of Mendocino County.",2019-10-21,2019-09-29,2020-03-01,waits-mast-2017-pinot-noir-mendocino-county
Vokel 2017 Perezchica Vineyard Pinot Noir (Russian River Valley),Vokel,Vokel Cellars,2017,wine,Red,Pinot Noir,0.1650,750 ml,71,USA,California,Russian River Valley,Perezchica Vineyard,70,84,V.B.,"Cranberry and orange flavors highlight a soft, slightly sweet and quite ripe wine here, which finishes in dried herb.",2020-07-21,2020-07-27,2020-12-01,vokel-2017-perezchica-vineyard-pinot-noir-russian-river-valley
Vokel 2017 828 Neighbors Pinot Noir (Russian River Valley),Vokel,Vokel Cellars,2017,wine,Red,Pinot Noir,0.1490,750 ml,90,USA,California,Russian River Valley,828 Neighbors,70,88,V.B.,"This small-production wine is earthy and stemmy, with a silky smooth palate of rhubarb and orange. The acidity is fresh, forceful and in full-command, helping to lighten the full-bodied load.",2020-03-05,2020-03-16,2020-07-01,vokel-2017-828-neighbors-pinot-noir-russian-river-valley
Vokel 2017 Eastside Ranch Pinot Noir (Russian River Valley),Vokel,Vokel Cellars,2017,wine,Red,Pinot Noir,0.1650,750 ml,72,USA,California,Russian River Valley,Eastside Ranch,70,83,V.B.,"This robustly ripe, concentrated and thick wine takes on a sour quality, its tannin profile puckering and leaning somewhat green.",2020-01-17,2020-01-20,2020-05-01,vokel-2017-eastside-ranch-pinot-noir-russian-river-valley
Vie Winery 2017 Pinot Noir (North Coast),Vie Winery,Vie Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,150,USA,California,North Coast,,35,89,J.G.,Good flavors and a slightly tangy texture will make this wine a great accompaniment to food. It offers ripe black-cherry and black-plum flavors and a touch of good tannin in the texture.,2019-10-04,2019-09-06,2020-09-01,vie-winery-2017-pinot-noir-north-coast
Valley Vista 2017 Private Reserve Pinot Noir (Santa Cruz Mountains),Valley Vista,Valley Vista Vineyard,2017,wine,Red,Pinot Noir,0.1410,750 ml,280,USA,California,Santa Cruz Mountains,Private Reserve,28,90,M.K.,"Light cherry and pomegranate flavors are lifted by hints of clove and allspice on the nose of this bottling. There is a pleasing snap of raspberry on the sip, where gingerbread spices emerge, as does a tightly woven texture.",2019-11-03,2019-11-05,2020-03-01,valley-vista-2017-private-reserve-pinot-noir-santa-cruz-mountains
V. Sattui 2017 Pinot Noir (Anderson Valley),V. Sattui,V Sattui Winery,2017,wine,Red,Pinot Noir,0.1480,750 ml,829,USA,California,Anderson Valley,,48,92,J.G.,"This mellow, relaxed and full-bodied wine smells delicious, feels supple and polished on the palate and delivers wonderful, ripe black-cherry, sweet oak and black-tea flavors that are practically irresistible. Rather soft in structure, it is something to enjoy soon.",2019-10-21,2019-09-29,2020-03-01,v-sattui-2017-pinot-noir-anderson-valley
Tuli 2017 Pinot Noir (Sonoma County),Tuli,Copper Cane,2017,wine,Red,Pinot Noir,0.1360,750 ml,21410,USA,California,Sonoma County,,27,85,V.B.,"This wine is spicy, earthy and thin in fruit, with faint notions of strawberry and rhubarb popping through on the midpalate. A leathery texture loses steam and structure on the finish.",2020-01-19,2020-01-22,2020-05-01,tuli-2017-pinot-noir-sonoma-county
Truchard 2017 Pinot Noir (Carneros),Truchard,Truchard Vineyards,2017,wine,Red,Pinot Noir,0.1410,750 ml,4735,USA,California,Carneros,,35,91,V.B.,"Offering great value and quality, this elegant red is tingly in acidity, with well-integrated tannin and oak and lengthy structure. Black cherry, orange, clove and nutmeg are highlighted on the supple, silky palate, finishing in a swirl of vanilla.",2020-07-06,2020-03-19,2020-12-01,truchard-2017-pinot-noir-carneros
Trombetta 2017 Pinot Noir (Sonoma Coast),Trombetta,"Trombetta Family Wines, LLC",2017,wine,Red,Pinot Noir,0.1440,750 ml,250,USA,California,Sonoma Coast,,45,90,V.B.,"Earthy funk and back tea lead to a velvety smooth core of cherry cola in this brooding, medium-bodied wine, Crisp acidity boosts its inherent richness and denser tendencies.",2020-05-07,2020-05-09,2020-10-01,trombetta-2017-pinot-noir-sonoma-coast
Troika 2017 Berlin Vineyards Pinot Noir (Bennett Valley),Troika,Troika Wines,2017,wine,Red,Pinot Noir,0.1350,750 ml,240,USA,California,Bennett Valley,Berlin Vineyards,49,90,V.B.,"Sharp red fruit and citrus make for a fresh earthy experience in this light-bodied wine, thick in tannin and just a hint of toasted oak. Dried herb and black tea come to the fore on the soft supple finish.",2020-07-03,2020-03-19,2020-12-01,troika-2017-berlin-vineyards-pinot-noir-bennett-valley
Toretti 2017 Valentino Pinot Noir (Santa Maria Valley),Toretti,Toretti's Family Vineyard,2017,wine,Red,Pinot Noir,0.1450,750 ml,250,USA,California,Santa Maria Valley,Valentino,49,93,M.K.,"Mellow aromas of nutmeg, sour black cherry and black cardamom kick off the nose of this bottling from a longtime Santa Maria-residing family. Very firm tannins frame the sip, where rich black-cherry flavors meet with nutmeg and vanilla. Drink 2021–2037.",2020-05-02,2020-05-23,2020-10-01,toretti-2017-valentino-pinot-noir-santa-maria-valley
Topophilia 2017 Pinot Noir (Carneros),Topophilia,Topophilia Wine Co.,2017,wine,Red,Pinot Noir,0.1460,750 ml,100,USA,California,Carneros,,45,84,V.B.,This wine has a hearty earthiness that detracts from the strawberry and cherry fruit—the style full-bodied and robustly ripe with funky oak. Minty eucalyptus is threaded throughout.,2020-01-22,2019-11-14,2020-05-01,topophilia-2017-pinot-noir-carneros
Tongue Dancer 2017 The Sly One Pinot Noir (Sonoma Coast),Tongue Dancer,Tongue Dancer,2017,wine,Red,Pinot Noir,0.1430,750 ml,50,USA,California,Sonoma Coast,The Sly One,59,92,V.B.,"This tiny-production wine is made from one barrel from Van Der Kamp Vineyard and another from Placida, aged 29 months in French oak. Thick and extracted blue fruit, clove and earthy allspice combine around an expanse of velvety texture and tannin.",2020-05-07,2020-05-09,2020-10-01,tongue-dancer-2017-the-sly-one-pinot-noir-sonoma-coast
Tongue Dancer 2017 Pinot Noir (Sonoma Coast),Tongue Dancer,Tongue Dancer,2017,wine,Red,Pinot Noir,0.1450,750 ml,328,USA,California,Sonoma Coast,,49,93,V.B.,"The grapes for this appellation wine hail from Placida, Van Der Kamp and Putnam—all worthy single-vineyard designates of their own. Together, they form a bold, brawny expression of spicy clove, nutmeg and cola cherry with a twist of orange, the rich texture sleek and soft.",2019-11-28,2019-12-01,2020-04-01,tongue-dancer-2017-pinot-noir-sonoma-coast
Tongue Dancer 2017 Pinot de Ville Putnam Vineyard Pinot Noir (Sonoma Coast),Tongue Dancer,Tongue Dancer,2017,wine,Red,Pinot Noir,0.1420,750 ml,100,USA,California,Sonoma Coast,Pinot de Ville Putnam Vineyard,65,93,V.B.,"From a favorite site of the producer's high up in Annapolis and just six miles from the ocean, this hearty, robust red is balanced and complex in texture and weight. Dark forest floor, dried herb and a taste of the sea permeate a brooding sense of brambly black fruit, cola and toasted oak.",2019-11-28,2019-12-01,2020-04-01,tongue-dancer-2017-pinot-de-ville-putnam-vineyard-pinot-noir-sonoma-coast
Timbre 2017 Guest Star Pinot Noir (San Luis Obispo County),Timbre,Timbre Winery,2017,wine,Red,Pinot Noir,0.1280,750 ml,96,USA,California,San Luis Obispo County,Guest Star,50,92,M.K.,"Rich aromas of mesquite-smoked black cherry show on the nose of this bottling from Squire Canyon, a vineyard located just five miles from the Pacific Ocean. The oaky flavors appear on the sip too, where baked cherry, hickory- roasted pork loin and light bacon tones arise.",2020-07-25,2020-07-31,2020-12-01,timbre-2017-guest-star-pinot-noir-san-luis-obispo-county
Timbre 2017 Lead Vocals Pinot Noir (Santa Maria Valley),Timbre,Timbre Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,194,USA,California,Santa Maria Valley,Lead Vocals,50,94,M.K.,"From old vines at Bien Nacido Vineyard, this bottling is light in the glass but loaded with intrigue, offering aromas of muddled strawberry, mulberry and wild plum as well as sumac, carnations and hibiscus on the nose. The palate is zesty and layered with bay leaf and dark spices set against a brisk strawberry and cherry core. It is very easy to sip, yet immensely complex.",2020-07-23,2020-07-31,2020-12-01,timbre-2017-lead-vocals-pinot-noir-santa-maria-valley
Timbre 2017 Supergroup Pinot Noir (Santa Maria Valley),Timbre,Timbre Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,366,USA,California,Santa Maria Valley,Supergroup,30,93,M.K.,"Roasty hints of mesquite mesh with red cherry, rust and turned soil on the nose of this blend of fruit from Bien Nacido and Presqu'ile vineyards. The structure is firm on the palate, where waves of strawberry and rounded plum meet with clove, sage and light game.",2020-07-18,2020-07-29,2020-12-01,timbre-2017-supergroup-pinot-noir-santa-maria-valley
Timbre 2017 The Headliner Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),Timbre,Timbre Winery,2017,wine,Red,Pinot Noir,0.1410,750 ml,147,USA,California,Santa Maria Valley,The Headliner Presqu'ile Vineyard,50,95,M.K.,"Extreme amounts of cinnamon and chai spice met with a tightly wound raspberry tone on the brilliant nose of this bottling. The palate is very snappy and crisp, with barely ripe raspberry and red-apple flavors, but it's the bay leaf, pine-needle and stinging nettle elements that push this wine to another level.",2020-07-14,2020-07-24,2020-12-01,timbre-2017-the-headliner-presquile-vineyard-pinot-noir-santa-maria-valley
Three Sticks 2017 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Three Sticks,Three Sticks Wines,2017,wine,Red,Pinot Noir,0.1440,750 ml,725,USA,California,Sonoma Coast,Gap's Crown Vineyard,70,94,V.B.,"Made from the iconic site, which is also owned by the producer, this wine is richly layered and supremely structured in a wealth of crunchy red fruit and cardamom spice. Tension reigns in the form of sharp, persistent acidity and bold, integrated tannins that add substance and style.",2020-01-01,2020-01-15,2020-05-01,three-sticks-2017-gaps-crown-vineyard-pinot-noir-sonoma-coast
Three Sticks 2017 Cuvée Eva Marie Pinot Noir (Sonoma Mountain),Three Sticks,Three Sticks Wines,2017,wine,Red,Pinot Noir,0.1450,750 ml,381,USA,California,Sonoma Mountain,Cuvée Eva Marie,90,94,V.B.,"This wine is made from select barrels from the producer's own One Sky Vineyard, high above Sonoma Valley at an elevation of 1,400-feet. Intense and tannic, it unwinds slowly, revealing powerful flavors of ripe black cherry, cola and cardamom. Complex and focused, it finishes as intensely as it starts, with a buzz of black tea.",2019-12-24,2019-12-31,2020-05-01,three-sticks-2017-cuvee-eva-marie-pinot-noir-sonoma-mountain
Three Sticks 2017 Walala Vineyard Pinot Noir (Sonoma Coast),Three Sticks,Three Sticks Wines,2017,wine,Red,Pinot Noir,0.1450,750 ml,281,USA,California,Sonoma Coast,Walala Vineyard,70,92,V.B.,"From a wild, ocean-facing site (an estate property for the producer) this bold, brawny red is as exotic as its provenance, brimming in nervy acidity and robust, structured tannin. Herbal, earthy and savory, its flavor profile is elusive and complex—a mix of salty rock, black tea, anise and black currant.",2019-12-24,2019-12-31,2020-05-01,three-sticks-2017-walala-vineyard-pinot-noir-sonoma-coast
Three Sticks 2017 Durell Vineyard Pinot Noir (Sonoma Coast),Three Sticks,Three Sticks Wines,2017,wine,Red,Pinot Noir,0.1400,750 ml,466,USA,California,Sonoma Coast,Durell Vineyard,70,93,V.B.,"Deliciously balanced and flavorful, this coastal-influenced red from estate-grown grapes delivers rich, elegant red fruit, dried herb and a touch of flint. The oak is well integrated and adds warmth and breadth across the palate, finishing on accents of cardamom and black tea.",2019-12-24,2019-12-31,2020-05-01,three-sticks-2017-durell-vineyard-pinot-noir-sonoma-coast
Three Furies 2017 Constant Vengeance Pinot Noir (Sta. Rita Hills),Three Furies,Angry Kiwi Wines,2017,wine,Red,Pinot Noir,0.1450,750 ml,110,USA,California,Sta. Rita Hills,Constant Vengeance,85,92,M.K.,"Black cherry, wild mint and earthy aromas of crushed rock and turned soil kick off the nose on this appellation blend. Mulberry and wild cherry flavors meet with more crushed rock minerality and minty marjoram tones on the sip.",2020-04-01,2020-04-18,2020-08-01,three-furies-2017-constant-vengeance-pinot-noir-sta-rita-hills
Thomas T Thomas 2017 Reserve Pinot Noir (Anderson Valley),Thomas T Thomas,Thomas T Thomas Vineyards,2017,wine,Red,Pinot Noir,0.1380,750 ml,125,USA,California,Anderson Valley,Reserve,80,92,J.G.,"Quite flavorful and well structured, this full-bodied wine fills the mouth with vivid black-cherry, baking-spice and black-tea notes while moderate tannins and good acidity give it a nice snap on the palate.",2020-04-30,2020-04-17,2020-09-01,thomas-t-thomas-2017-reserve-pinot-noir-anderson-valley
Thirty-Seven 2017 Reserve Pinot Noir (Sonoma Coast),Thirty-Seven,Thirty-Seven Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,201,USA,California,Sonoma Coast,Reserve,40,90,V.B.,"Toasted oak and earthy stems open into a vast midpalae of fleshy, lush texture and richness, highlighted most prominently in black cherry, strawberry and dried herb. Well made, this wine offers good value, and a reserve-worthy complexity at its core.",2020-02-05,2020-02-29,2020-07-01,thirty-seven-2017-reserve-pinot-noir-sonoma-coast
Thirty-Seven 2017 Pinot Noir (Sonoma Coast),Thirty-Seven,Thirty-Seven Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,400,USA,California,Sonoma Coast,,26,88,V.B.,"A wealth of forest floor, savory oak and buzzy acidity wrap around a midpalate of balanced weight in this intensely earthy, complex wine. A lasting note of toasted oak rides through the finish.",2020-03-01,2020-01-30,2020-07-01,thirty-seven-2017-pinot-noir-sonoma-coast
The Winery SF 2017 Pinot Noir (North Coast),The Winery SF,The Winery SF,2017,wine,Red,Pinot Noir,0.1410,750 ml,350,USA,California,North Coast,,30,90,J.G.,"This is a very enjoyable wine that hits the spot. It offers a lively, structured mouthfeel, classic varietal flavors and good depth. It's appetizing and satisfying and should please a crowd.",2019-10-04,2019-09-06,2020-09-01,the-winery-sf-2017-pinot-noir-north-coast
The West Pole 2017 Pinot Noir (Sonoma Coast),The West Pole,Boheme,2017,wine,Red,Pinot Noir,0.1370,750 ml,696,USA,California,Sonoma Coast,,36,93,V.B.,"A new offering from winemaker Kurt Beitler, this comes from estate-grown grapes, many of them also components of his single-vineyard Bohème wines. Perfumed in plum and cherry, the palate is juicy and textured, with a lovely length and hints of cardamom, clove and oak.",2020-06-18,2020-06-29,2020-11-01,the-west-pole-2017-pinot-noir-sonoma-coast
The Lost Chapters 2017 Pinot Noir (Carneros),The Lost Chapters,Lisa Klinck-Shea,2017,wine,Red,Pinot Noir,0.1450,750 ml,147,USA,California,Carneros,,35,86,V.B.,"Minty, herbal and stemmy, this big red wine is crisp and fresh up front, opting for a more robustly powerful midpalate of plummy concentration and thick tannin.",2020-01-19,2019-08-18,2020-05-01,the-lost-chapters-2017-pinot-noir-carneros
The Calling 2017 Patriarch Pinot Noir (Sonoma Coast),The Calling,Deutsch Family Wine and Spirits,2017,wine,Red,Pinot Noir,0.1450,750 ml,982,USA,California,Sonoma Coast,Patriarch,0,91,V.B.,"Tart red fruit highlights an expression of bright underlying acidity in this full-bodied, richly layered wine, which is expansive on the palate in smooth, rounded edges of flavor and texture. Baking spice, toasted oak and a hint of vanilla underscore the appeal.",2020-02-10,2020-03-01,2020-07-01,the-calling-2017-patriarch-pinot-noir-sonoma-coast
The Calling 2017 Pinot Noir (Russian River Valley),The Calling,Deutsch Family Wine and Spirits,2017,wine,Red,Pinot Noir,0.1450,750 ml,0,USA,California,Russian River Valley,,37,90,V.B.,"Intensely earthy, spicy and densely packed in black fruit, this wine is full bodied, fleshy and lengthy, with a generous helping of oak. The powerful nature of it appeals on the palate, with plenty of complexity.",2019-12-01,2019-12-19,2020-04-01,the-calling-2017-pinot-noir-russian-river-valley
The Calling 2017 Sunny View Pinot Noir (Russian River Valley),The Calling,Deutsch Family Wine and Spirits,2017,wine,Red,Pinot Noir,0.1450,750 ml,979,USA,California,Russian River Valley,Sunny View,62,93,V.B.,"This is a big brawny red wine with plenty of acid beneath its density to remain in balance and bright on the palate. Spicy and layered in black fruit, cola and oak, it delivers a fruit-forward style that will widely appeal.",2019-09-25,2019-09-29,2020-09-01,the-calling-2017-sunny-view-pinot-noir-russian-river-valley
Terragena 2017 Abbassi Vineyard Clone 115 Pinot Noir (Carneros),Terragena,Terragena Vineyard,2017,wine,Red,Pinot Noir,0.1367,750 ml,21,USA,California,Carneros,Abbassi Vineyard Clone 115,45,88,V.B.,"This single-barrel offering aged in neutral French oak is light and delicate in color and style, with characteristics of mint, orange and rhubarb that highlight its bristling acidity. Earthy and soft, it finishes focused and fresh.",2020-01-14,2019-03-14,2020-05-01,terragena-2017-abbassi-vineyard-clone-115-pinot-noir-carneros
Terragena 2017 Abbassi Vineyard Clone Pommard Neutral Oak Pinot Noir (Carneros),Terragena,Terragena Vineyard,2017,wine,Red,Pinot Noir,0.1400,750 ml,21,USA,California,Carneros,Abbassi Vineyard Clone Pommard Neutral Oak,45,86,V.B.,"Another of the producer's single-barrel experiments, this is minty and herbal with undefined fruit, as well as soft supple tannin and low oak. It finishes fast and bright.",2020-01-14,2019-03-14,2020-05-01,terragena-2017-abbassi-vineyard-clone-pommard-neutral-oak-pinot-noir-carneros
Terragena 2017 Abbassi Vineyard Pinot Noir (Carneros),Terragena,Terragena Vineyard,2017,wine,Red,Pinot Noir,0.1350,750 ml,265,USA,California,Carneros,Abbassi Vineyard,39,91,V.B.,"Lightly textured and defined in crisp red fruit, this is a high-toned, acid-driven red, with subtle oak and earthiness. A lasting tilt of baking spice seasons flavors of blueberry and black cherry, integrating well in the glass.",2019-09-21,2019-03-14,2020-09-01,terragena-2017-abbassi-vineyard-pinot-noir-carneros
Temperance 2017 Rio Vista Vineyard Clone 777 Pinot Noir (Sta. Rita Hills),Temperance,Temperance Cellars,2017,wine,Red,Pinot Noir,0.1390,750 ml,75,USA,California,Sta. Rita Hills,Rio Vista Vineyard Clone 777,44,88,M.K.,"Sandalwood and incense aromas meet with dark plum, cinnamon cookies and dried cherries on the nose of this bottling. Dried cherry, clove and mulling-spice flavors show on the sip.",2020-04-16,2020-04-23,2020-09-01,temperance-2017-rio-vista-vineyard-clone-777-pinot-noir-sta-rita-hills
Tehachapi 2017 Pinot Noir (California),Tehachapi,Tehachapi Winery,2017,wine,Red,Pinot Noir,0.1460,750 ml,350,USA,California,California,,38,85,J.G.,"This full-bodied wine is packed with oak spices that tend to overwhelm the nearly sweet raspberry and red-cherry flavors. Toasted oak, baking spices and cedar provide most of the substance.",2020-01-03,2019-12-20,2020-05-01,tehachapi-2017-pinot-noir-california
Tamber Bey 2017 Walala Vineyard Pinot Noir (Sonoma Coast),Tamber Bey,Tamber Bey Vineyards,2017,wine,Red,Pinot Noir,0.1440,750 ml,151,USA,California,Sonoma Coast,Walala Vineyard,75,87,V.B.,"Supple and simple in black cherry and black tea, this wine is robust on the midpalate, with a weighty viscous quality to the finish.",2020-01-14,2019-04-29,2020-05-01,tamber-bey-2017-walala-vineyard-pinot-noir-sonoma-coast
Tamber Bey 2017 Sun Chase Vineyard Pinot Noir (Sonoma Coast),Tamber Bey,Tamber Bey Vineyards,2017,wine,Red,Pinot Noir,0.1410,750 ml,502,USA,California,Sonoma Coast,Sun Chase Vineyard,75,90,V.B.,"Earthy and leathery, this wine shows plenty of red and blue fruit and bright acidity, fresh elements that contrast well against its essential grip and hearty French oak.",2020-01-14,2019-04-29,2020-05-01,tamber-bey-2017-sun-chase-vineyard-pinot-noir-sonoma-coast
Talley 2017 Pinot Noir (Arroyo Grande Valley),Talley,Talley Vineyards,2017,wine,Red,Pinot Noir,0.1350,750 ml,3421,USA,California,Arroyo Grande Valley,,42,90,M.K.,Soft but dense aromas of pomegranate meet with thyme and tarragon on the pleasant nose of this appellation blend. Tart cranberry and sour plum greet an array of herbs on the palate.,2019-09-19,2019-09-24,2020-09-01,talley-2017-pinot-noir-arroyo-grande-valley
Talley 2017 Rincon Pinot Noir (Arroyo Grande Valley),Talley,Talley Vineyards,2017,wine,Red,Pinot Noir,0.1370,750 ml,424,USA,California,Arroyo Grande Valley,Rincon,68,94,M.K.,"Light and pleasing aromas of pomegranate, candied raspberry, hibiscus and rose petal are bright and beautiful on the nose of this bottling. The palate grows more intense with cranberry and pomegranate flavors set against white pepper and marjoram, with tense tannins and zippy acid that carry into the finish.",2019-09-13,2019-09-20,2020-09-01,talley-2017-rincon-pinot-noir-arroyo-grande-valley
