name,brand,company,vintage,drink_type,wine_type,varietal_label,alcohol,bottle_size,case_production,country,state,appellation,designation,retail,rating,reviewer,review,date_of_review,date_received,pub_date_web,slug
Schug 2017 Estate Grown Pinot Noir (Carneros),Schug,Schug Carneros Estate,2017,wine,Red,Pinot Noir,0.1400,750 ml,318,USA,California,Carneros,Estate Grown,50,90,V.B.,"Brooding in black cherry, cranberry and currant, this is a selection of certain blocks planted to a variety of clones. Herbaceous earth, toasted oak and supple tannin round out the experience of elegance and length.",2020-06-01,2019-07-25,2020-11-01,schug-2017-estate-grown-pinot-noir-carneros
Scheid 2017 Doctor's Vineyard Pinot Noir (Santa Lucia Highlands),Scheid,Scheid Vineyards,2017,wine,Red,Pinot Noir,0.1490,750 ml,303,USA,California,Santa Lucia Highlands,Doctor's Vineyard,75,92,M.K.,"Quite light in the glass, this single-vineyard expression offers aromas of wild cherry, dried sage, tarragon, crushed stone and root beer on the nose. The palate is ripe yet balanced, with flavors of cherry juice, vanilla bean, star anise and dried ginger.",2020-04-04,2020-04-18,2020-09-01,scheid-2017-doctors-vineyard-pinot-noir-santa-lucia-highlands
Scar of the Sea 2017 Seven Leagues Pinot Noir (Santa Maria Valley),Scar of the Sea,Scar of the Sea,2017,wine,Red,Pinot Noir,0.1330,750 ml,250,USA,California,Santa Maria Valley,Seven Leagues,46,93,M.K.,"Elegant aromas of dried sagebrush, bright cranberry, raspberry paste and hibiscus are immensely fresh on the nose of this bottling. There is a compelling herbal character to the palate, from bay leaf to thyme and sagebrush, as well as wild fruit flavors of strawberry, cranberry and roasted plum.",2020-01-03,2020-01-22,2020-05-01,scar-of-the-sea-2017-seven-leagues-pinot-noir-santa-maria-valley
Scar of the Sea 2017 Block Q Bien Nacido Vineyard Old Vine Pinot Noir (Santa Maria Valley),Scar of the Sea,Scar of the Sea,2017,wine,Red,Pinot Noir,0.1350,750 ml,150,USA,California,Santa Maria Valley,Block Q Bien Nacido Vineyard Old Vine,64,95,M.K.,"Coming from a block planted in 1973, this wine begins with lush layers of baked alpine strawberry, cinnamon and clove on the French toast spice-laden nose. The sip is taut in texture, delivering complex and deep flavors of strawberry, sagebrush, rose petal and bay leaf oil in unending waves of expression.",2020-01-01,2020-01-22,2020-05-01,scar-of-the-sea-2017-block-q-bien-nacido-vineyard-old-vine-pinot-noir-santa-maria-valley
Sarah's Vineyard 2017 Reserve Pinot Noir (Santa Clara Valley),Sarah's Vineyard,Sarah's Vineyard,2017,wine,Red,Pinot Noir,0.1420,750 ml,119,USA,California,Santa Clara Valley,Reserve,65,88,M.K.,"Tart and tangy aromas of berry and orange rind are quite prominent on the nose of this bottling. That tartness extends to the sip, where pomegranate and cranberry-skin flavors are lifted with pinches of baking spice.",2020-06-19,2020-07-04,2020-11-01,sarahs-vineyard-2017-reserve-pinot-noir-santa-clara-valley
Sarah's Vineyard 2017 Estate Pinot Noir (Santa Clara Valley),Sarah's Vineyard,Sarah's Vineyard,2017,wine,Red,Pinot Noir,0.1450,750 ml,503,USA,California,Santa Clara Valley,Estate,45,87,M.K.,"Concentrated aromas of caramel and dark plum meet with strong oak on the nose of this bottling. The wine lands quite thickly on the palate, where ripe and dried red fruits are wrapped in strong oak tones of caramel and vanilla.",2020-02-04,2020-02-06,2020-07-01,sarahs-vineyard-2017-estate-pinot-noir-santa-clara-valley
Santori 2017 Pinot Noir (Carneros),Santori,Santori,2017,wine,Red,Pinot Noir,0.1380,750 ml,389,USA,California,Carneros,,45,84,V.B.,"Herbal and thick, this wine lacks fruit and is relatively flat in structure and texture.",2020-07-21,2020-07-27,2020-12-01,santori-2017-pinot-noir-carneros
Sanford 2017 Pinot Noir (Sta. Rita Hills),Sanford,Sanford Winery,2017,wine,Red,Pinot Noir,0.1350,750 ml,12124,USA,California,Sta. Rita Hills,,48,92,M.K.,"Crisp aromas of black cherry sorbet, slate and wet earth show on the nose of this appellation blend, which is sure to feature mostly if not all estate fruit from this historic producer. There's a great mineral streak on the palate, where concrete and crushed stone flavors frame the dark cranberry core.",2020-05-16,2020-05-29,2020-10-01,sanford-2017-pinot-noir
Sandhi 2017 Sanford &amp; Benedict Pinot Noir (Sta. Rita Hills),Sandhi,Sandhi Wines,2017,wine,Red,Pinot Noir,0.1300,750 ml,0,USA,California,Sta. Rita Hills,Sanford &amp; Benedict,45,93,M.K.,"Quite light in the glass, this bottling by Rajat Parr and Sashi Moorman explores the green and deeply savory side of Pinot Noir. Aromas of green peppercorns, freshly plucked green sage and tart raspberry lead into a palate awash with wild chaparral herbs and underripe red-fruit flavors, finishing on lingering tea notes. Some will love it, many will be perplexed by it.",2019-09-17,2019-09-24,2020-09-01,sandhi-2017-sanford-benedict-pinot-noir-sta-rita-hills
Samsara 2017 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1330,750 ml,45,USA,California,Sta. Rita Hills,Cargasacchi Vineyard,58,93,M.K.,"Light in the glass, this bottling from a coveted vineyard offers white-pepper, wild peppercorns and crunchy red-currant aromas on the nose. The palate is piquant, with spice and fruit, ranging from fresh wild strawberry to more dank herbal tones.",2020-03-10,2020-04-01,2020-08-01,samsara-2017-cargasacchi-vineyard-pinot-noir-sta-rita-hills
Samsara 2017 Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1387,750 ml,605,USA,California,Sta. Rita Hills,,38,93,M.K.,"This appellation blend offers aromas of cracked pepper, sagebrush, fennel frond and wild thyme on the savory nose. The palate brings flavors of black raspberry and roasted tomato spiced with abundant peppercorns.",2020-03-11,2020-04-01,2020-08-01,samsara-2017-pinot-noir-sta-rita-hills
Samsara 2017 Las Hermanas Vineyard Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1370,750 ml,119,USA,California,Sta. Rita Hills,Las Hermanas Vineyard,58,94,M.K.,"Loads of peppercorns, wild thyme, tobacco and pine-needle aromas ride across crisp raspberry fruit on the nose of this bottling by winemaker Matt Brady. Those herbal flavors dominate the palate as well, where wild chaparral tones meet with crunchy cranberry fruit.",2020-03-12,2020-04-01,2020-08-01,samsara-2017-las-hermanas-vineyard-pinot-noir-sta-rita-hills
Samsara 2017 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1420,750 ml,128,USA,California,Sta. Rita Hills,Rancho La Vina Vineyard,58,91,M.K.,"Dried cranberry and wild oregano and thyme aromas show on the nose of this single-vineyard expression from the southern edge of the appellation. Strong black-raspberry flavors meet with black tea, cardamom and more exotic Indian spices on the palate.",2020-02-19,2020-02-26,2020-07-01,samsara-2017-rancho-la-vina-vineyard-pinot-noir-sta-rita-hills
Samsara 2017 Kessler-Haak Vineyard Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1350,750 ml,63,USA,California,Sta. Rita Hills,Kessler-Haak Vineyard,58,91,M.K.,"Candied red-cherry and raspberry-jam aromas meet with chaparral, sagebrush and cracked pepper touches on the nose of this bottling. It's fairly light in texture on the palate, where tangy raspberry and red-plum-skin flavors ride strong acidity.",2020-02-22,2020-02-26,2020-07-01,samsara-2017-kessler-haak-vineyard-pinot-noir-sta-rita-hills
Samsara 2017 Lotus Reserve Pinot Noir (Sta. Rita Hills),Samsara,Samsara,2017,wine,Red,Pinot Noir,0.1420,750 ml,30,USA,California,Sta. Rita Hills,Lotus Reserve,85,93,M.K.,"Intriguingly savory lines of sandalwood and wild sage elevate the dark raspberry and purple-flower aromas on the nose of this reserve bottling. Dried strawberry flavors, leather and roasted game flavors show on the sip, which remains tightly wound with more energy ready to emerge.",2020-02-20,2020-02-26,2020-07-01,samsara-2017-lotus-reserve-pinot-noir-sta-rita-hills
Ryan Cochrane 2017 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Ryan Cochrane,Ryan Cochrane Wines,2017,wine,Red,Pinot Noir,0.1290,750 ml,214,USA,California,Santa Maria Valley,Solomon Hills Vineyard,58,94,M.K.,"Sanguine aromas of iron meet with roses, carnations, pomegranates and peppercorns on the earthy, spicy nose of this bottling by the late vintner, who died in January 2019. Intriguing lines of Montmorency cherry and tart pomegranate converse with bay leaf and sansho pepper on the palate.",2020-06-19,2020-07-04,2020-11-01,ryan-cochrane-2017-solomon-hills-vineyard-pinot-noir-santa-maria-valley
Ryan Cochrane 2017 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Ryan Cochrane,Ryan Cochrane Wines,2017,wine,Red,Pinot Noir,0.1380,750 ml,148,USA,California,Sta. Rita Hills,Fiddlestix Vineyard,58,90,M.K.,Slightly sour pomegranate but also baked cherry aromas meet with clove dust on the nose of this bottling. Bright red-currant flavors are enhanced by mace and star anise elements on the palate.,2020-06-27,2020-07-04,2020-11-01,ryan-cochrane-2017-fiddlestix-vineyard-pinot-noir-sta-rita-hills
Ryan Cochrane 2017 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Ryan Cochrane,Ryan Cochrane Wines,2017,wine,Red,Pinot Noir,0.1340,750 ml,195,USA,California,Sta. Rita Hills,La Encantada Vineyard,60,93,M.K.,"The aromas of black plum, pomegranate, carnation, mace and sumac are dense on the nose of this single-vineyard bottling. The palate zips with acidity and stays light on its toes, delivering flavors of black raspberry, rose petal and minty tea.",2020-06-11,2020-06-27,2020-11-01,ryan-cochrane-2017-la-encantada-vineyard-pinot-noir-sta-rita-hills
Rusack 2017 Santa Catalina Island Vineyards Pinot Noir (California),Rusack,Rusack Vineyards,2017,wine,Red,Pinot Noir,0.1370,750 ml,114,USA,California,California,Santa Catalina Island Vineyards,72,93,M.K.,"Herby tones of eucalyptus and wild herbs meet with black-plum skin and rustic berries on the nose of this always compelling bottling from Catalina Island. That herbal complexity carries to the palate as well, where dark red-berry flavors are lifted by minty chaparral spices.",2019-11-13,2019-11-15,2020-04-01,rusack-2017-santa-catalina-island-vineyards-pinot-noir-california
Roth 2017 Pinot Noir (Russian River Valley),Roth,Foley Family Wines,2017,wine,Red,Pinot Noir,0.1460,750 ml,3000,USA,California,Russian River Valley,,24,90,V.B.,"Made in a fleshy, opulent style, this hearty red is juicy and lively in dense black cherry and raspberry. Black tea and forest floor provide contrast around broad tannins and generous toasted oak.",2020-04-01,2019-12-04,2020-08-01,roth-2017-pinot-noir-russian-river-valley
Ron Rubin 2017 Pinot Noir (Russian River Valley),Ron Rubin,Ron Rubin Vineyards & Winery,2017,wine,Red,Pinot Noir,0.1370,750 ml,5000,USA,California,Russian River Valley,,25,88,V.B.,"This light wine tastes of thick, candied black cherry and savory black tea, with a focused thread of acidity throughout. Clove and nutmeg accent the fruit around textured, well-integrated tannin and oak.",2020-04-02,2020-03-19,2020-09-01,ron-rubin-2017-pinot-noir-russian-river-valley
Reeve 2017 Wendling Vineyard North Slope Pinot Noir (Anderson Valley),Reeve,Reeve Wines,2017,wine,Red,Pinot Noir,0.1360,750 ml,0,USA,California,Anderson Valley,Wendling Vineyard North Slope,85,94,V.B.,"Crisp and bright acidity underscores tart and tangy red- and black-berry fruit in this biodynamically farmed wine. Focused and fresh, it offers earthy elements of stone and crushed rock alongside forest floor and wild mushroom, presenting a feral quality on the finish.",2020-04-24,2020-04-28,2020-09-01,reeve-2017-wendling-vineyard-north-slope-pinot-noir-anderson-valley
Reeve 2017 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),Reeve,Reeve Wines,2017,wine,Red,Pinot Noir,0.1320,750 ml,0,USA,California,Sonoma Coast,Rice-Spivak Vineyard,85,94,V.B.,"Crisp red fruit, nuances of black tea and earth are delicately woven around a grippy structure and firm tannin in this memorable, elegant wine. From a true coastal site, it floats within layers of blood orange and wild strawberry, finishing in a dusting of cardamom and white pepper.",2020-04-02,2020-04-13,2020-09-01,reeve-2017-rice-spivak-vineyard-pinot-noir-sonoma-coast
Reeve 2017 Mirama Pinot Noir (Sonoma Coast),Reeve,Reeve Wines,2017,wine,Red,Pinot Noir,0.1350,750 ml,0,USA,California,Sonoma Coast,Mirama,58,94,V.B.,"Layered and velvety, this is a bright, expansive wine, with depths of crisp red and orange fruit. It blends together grapes from three marquee sites: Rice-Spivak, English Hill and Thorn Ridge, giving grip and gravelly texture around endlessly energetic acidity.",2020-04-02,2020-04-12,2020-09-01,reeve-2017-mirama-pinot-noir-sonoma-coast
Reeve 2017 Kiser Vineyard Suitcase Block Pinot Noir (Anderson Valley),Reeve,Reeve Wines,2017,wine,Red,Pinot Noir,0.1360,750 ml,0,USA,California,Anderson Valley,Kiser Vineyard Suitcase Block,115,94,V.B.,"High toned in blueberry, raspberry and wild strawberry, this wine is tart, tangy and well developed, its acidity racy and full of energy. From one of the coldest sites in the appellation, it imparts complex layers of black tea, cardamom and penny royal, crisp and textured throughout.",2020-04-02,2020-04-12,2020-09-01,reeve-2017-kiser-vineyard-suitcase-block-pinot-noir-anderson-valley
Red Car 2017 Heaven and Earth Pinot Noir (Sonoma Coast),Red Car,Red Car Wine,2017,wine,Red,Pinot Noir,0.1350,750 ml,125,USA,California,Sonoma Coast,Heaven and Earth,75,90,V.B.,"Cool climate in style and ripeness, this balanced red is fruity and savory, with a nice arrangement between crunchy pomegranate, cherry and strawberry alongside cardamom and black tea. Light bodied, it retains acidity through a lengthy finish.",2020-05-20,2020-05-28,2020-10-01,red-car-2017-heaven-and-earth-pinot-noir-sonoma-coast
Reata 2017 El Diablo Vineyard Pinot Noir (Russian River Valley),Reata,Jamieson Ranch Vineyards,2017,wine,Red,Pinot Noir,0.1440,750 ml,100,USA,California,Russian River Valley,El Diablo Vineyard,50,90,V.B.,"Herbal, firm in tannin and tangy in orange and strawberry, this is a complex, intriguing and full-bodied red wine. It has length and breadth across the midpalate and underlying acidity that keeps it fresh and lively in the glass.",2019-11-01,2019-09-23,2020-03-01,reata-2017-el-diablo-vineyard-pinot-noir-russian-river-valley
Reata 2017 Reata Las Brisas Pinot Noir (Carneros),Reata,Jamieson Ranch Vineyards,2017,wine,Red,Pinot Noir,0.1440,750 ml,100,USA,California,Carneros,Reata Las Brisas,50,83,V.B.,"This wine is thick in feel, with tones of herbs and forest floor masked by oak. It is a bit simplistic in its approach.",2019-10-11,2019-09-23,2020-09-01,reata-2017-reata-las-brisas-pinot-noir-carneros
Read Holland 2017 Deep End Pinot Noir (Anderson Valley),Read Holland,Read Holland Wines,2017,wine,Red,Pinot Noir,0.1350,750 ml,372,USA,California,Anderson Valley,Deep End,50,93,J.G.,"Concentrated black-fruit flavors just on the edge of full ripeness give this full-bodied wine a vivid, bracing focus. A firm, lightly tannic texture lifts the black cherry, sour cherry and black tea nuances.",2020-07-03,2020-07-01,2020-12-01,read-holland-2017-deep-end-pinot-noir-anderson-valley
Rancho Sisquoc 2017 Pinot Noir (Santa Barbara County),Rancho Sisquoc,Rancho Sisquoc Winery,2017,wine,Red,Pinot Noir,0.1500,750 ml,1173,USA,California,Santa Barbara County,,32,90,M.K.,"Quite light in the glass, this bottling from a historic ranch begins with aromas of light cherry, singed raspberry and potpourri. The palate combines dried cherry, cranberry and orange rind, finishing with a zing of white pepper.",2019-10-24,2019-10-30,2020-03-01,rancho-sisquoc-2017-pinot-noir-santa-barbara-county
Ramey 2017 Pinot Noir (Russian River Valley),Ramey,Ramey Winery,2017,wine,Red,Pinot Noir,0.1350,750 ml,2515,USA,California,Russian River Valley,,50,91,V.B.,"This wine is sourced from a selection of different vineyards, including Bucher along Westside Road. Earthy funk underlies high-toned red cherry, rhubarb and strawberry, threading the needle between richness and crispness. A salty savory finish tops things off.",2020-07-21,2020-07-27,2020-12-01,ramey-2017-pinot-noir-russian-river-valley
Prodigal 2017 Pinot Noir (Sta. Rita Hills),Prodigal,Specialty Cellars,2017,wine,Red,Pinot Noir,0.1360,750 ml,265,USA,California,Sta. Rita Hills,,40,88,M.K.,Tangy black-raspberry flavors lean toward a balsamic tone while picking up light sage and tarragon on the nose of this bottling from Quinta Santa Rosa Vineyard. The palate combines tart black plums and lavender with cardamom spice.,2020-04-07,2020-04-17,2020-09-01,prodigal-2017-pinot-noir-sta-rita-hills
Precision Wine 2017 Technique Pinot Noir (Russian River Valley),Precision Wine,Tri-Vin Imports,2017,wine,Red,Pinot Noir,0.1450,750 ml,3500,USA,California,Russian River Valley,Technique,20,87,V.B.,"Earthy, herbal and savory in black tea, this is a full-bodied and concentrated wine offering good value and juicy flavors of cranberry and blood orange. It finishes awash in cinnamon.",2019-11-01,2019-05-13,2020-03-01,precision-wine-2017-technique-pinot-noir-russian-river-valley
Potek 2017 Sanford &amp; Benedict Pinot Noir (Sta. Rita Hills),Potek,Municipal Winemakers,2017,wine,Red,Pinot Noir,0.1300,750 ml,0,USA,California,Sta. Rita Hills,Sanford &amp; Benedict,66,94,M.K.,"Intense aromas of black raspberry, cracked black pepper, bay leaf and toasty wood make for an herbal and savory spin on this historic vineyard. The peppery spices carry the palate, with green sage and white pepper sprinkled across the mulberry and cranberry flavors.",2020-04-10,2020-04-22,2020-09-01,potek-2017-sanford-benedict-pinot-noir-sta-rita-hills
Portalupi 2017 Dolinsek Ranch Pinot Noir (Russian River Valley),Portalupi,Portalupi Wines,2017,wine,Red,Pinot Noir,0.1500,750 ml,0,USA,California,Russian River Valley,Dolinsek Ranch,0,85,V.B.,"A highly ripe, robust wine, this red tastes earthy and is jammy in strawberry and dark cherry, with an undeniable earthiness and full-figured tannin.",2020-02-10,2020-03-01,2020-07-01,portalupi-2017-dolinsek-ranch-pinot-noir-russian-river-valley
Pisoni 2017 Estate Pinot Noir (Santa Lucia Highlands),Pisoni,Lucia Vineyards,2017,wine,Red,Pinot Noir,0.1410,750 ml,1009,USA,California,Santa Lucia Highlands,Estate,90,95,M.K.,"Dense and concentrated on the nose, this iconic bottling shows intense aromas of black cherry, sage, clove and cardamom. The tannins are fairly rigid at this young age, giving structure to the rich fruit and spice tones that are seamlessly integrated. Drink 2021–2042.",2019-10-06,2019-10-15,2020-09-01,pisoni-2017-estate-pinot-noir-santa-lucia-highlands
Piro 2017 Runway Vineyard Pinot Noir (Santa Maria Valley),Piro,Piro Wine Company,2017,wine,Red,Pinot Noir,0.1360,750 ml,0,USA,California,Santa Maria Valley,Runway Vineyard,44,93,M.K.,"Dried cranberry and cherry meet with a rusty minerality on the nose of this bottling, from a newer vineyard adjacent to Bien Nacido. The hearty palate combines rich wild cherries with sage, orange-rind and roast pork flavors.",2020-05-02,2020-05-23,2020-10-01,piro-2017-runway-vineyard-pinot-noir-santa-maria-valley
Piro 2017 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),Piro,Piro Wine Company,2017,wine,Red,Pinot Noir,0.1320,750 ml,0,USA,California,Santa Maria Valley,Presqu'ile Vineyard,44,94,M.K.,"Blistered tomato, sage and wild cranberry aromas take on a sanguine tone of blood sausage on the nose of this very cool-climate take on Pinot Noir. The palate is an herbal array of peppercorn and wild mint, leading into layers of lavender, Sichuan pepper and scorched cranberry.",2020-04-04,2020-05-02,2020-09-01,piro-2017-presquile-vineyard-pinot-noir-santa-maria-valley
Piro 2017 Points West Pinot Noir (Santa Maria Valley),Piro,Piro Wine Company,2017,wine,Red,Pinot Noir,0.1350,750 ml,0,USA,California,Santa Maria Valley,Points West,32,94,M.K.,"Crisp and lively aromas of pomegranate and cherry meet with bay leaf, pine needle and green cardamom on the nose of this blend of the Runway and Presqu'ile vineyards. The palate snaps with eucalyptus and a damp pine-menthol character, leading into bright and brisk raspberry flavors.",2020-04-14,2020-05-02,2020-09-01,piro-2017-points-west-pinot-noir-santa-maria-valley
Phillips Hill 2017 Boontling Pinot Noir (Anderson Valley),Phillips Hill,Phillips Hill Winery,2017,wine,Red,Pinot Noir,0.1350,750 ml,350,USA,California,Anderson Valley,Boontling,30,94,J.G.,"Elegance and depth come together beautifully in this posh, well-balanced and luxuriously ripe-tasting wine. Gorgeous maraschino cherry and sweet plum flavors meet subtle tannins and good acidity on the palate, giving a sunny impression that's hard to resist.",2020-01-03,2019-12-23,2020-05-01,phillips-hill-2017-boontling-pinot-noir-anderson-valley-337886
Phillips Hill 2017 Day Ranch Pinot Noir (Anderson Valley),Phillips Hill,Phillips Hill Winery,2017,wine,Red,Pinot Noir,0.1300,750 ml,125,USA,California,Anderson Valley,Day Ranch,47,95,J.G.,"An enticing, gripping, chalk and mineral vein adds verve and complexity to this quietly concentrated wine. It is medium to full in feel, layered with fine-grained tannins and intricate nuances of cherry and raspberry, all supported by well-integrated oak spices and a subtle tannin structure that will help it age. Best through 2027.",2020-01-03,2019-12-23,2020-05-01,phillips-hill-2017-day-ranch-pinot-noir-anderson-valley
Phillips Hill 2017 Oppenlander Vineyard Pinot Noir (Mendocino),Phillips Hill,Phillips Hill Winery,2017,wine,Red,Pinot Noir,0.1350,750 ml,250,USA,California,Mendocino,Oppenlander Vineyard,50,92,J.G.,"This smooth, silky wine is polished and well behaved, from the subtle cherry and vanilla aromas to the sleek texture that carries its mild oak and elegant fruit flavors through a lingering finish. The vineyard is on a high ridge between Anderson Valley and the Pacific Coast.",2020-01-03,2019-12-23,2020-05-01,phillips-hill-2017-oppenlander-vineyard-pinot-noir-mendocino
Phillips Hill 2017 Roma's Vineyard Pinot Noir (Anderson Valley),Phillips Hill,Phillips Hill Winery,2017,wine,Red,Pinot Noir,0.1350,750 ml,200,USA,California,Anderson Valley,Roma's Vineyard,48,94,J.G.,"This medium-bodied wine from a distinctive single vineyard is exciting for its focus and purity. It offers intense, concentrated, vibrant and exotic black-fruit flavors while supporting them with a near-perfect balance of mild tannins and slightly bracing acidity.",2020-01-03,2019-12-23,2020-05-01,phillips-hill-2017-romas-vineyard-pinot-noir-anderson-valley
Peter Paul Wines 2017 Mille Freres Pinot Noir (Sonoma Coast),Peter Paul Wines,Peter Paul Wines,2017,wine,Red,Pinot Noir,0.1480,750 ml,240,USA,California,Sonoma Coast,Mille Freres,48,84,V.B.,"This wine is intensely herbal and robustly ripe, a contradiction that gives it a disjointed sense of cohesion. Oak and tannin present as a touch astringent on the finish.",2020-02-05,2020-02-29,2020-07-01,peter-paul-wines-2017-mille-freres-pinot-noir-sonoma-coast
Peter Paul Wines 2017 Live Free or Die Pinot Noir (Sonoma Coast),Peter Paul Wines,Peter Paul Wines,2017,wine,Red,Pinot Noir,0.1450,750 ml,0,USA,California,Sonoma Coast,Live Free or Die,25,86,V.B.,"This wine opens in earthy forest floor and robust oak, the tannins strong and prominent on the palate. Intensely ripe, the fruit is elusive, opting for more of a savory character and texture.",2020-02-05,2020-02-29,2020-07-01,peter-paul-wines-2017-live-free-or-die-pinot-noir-sonoma-coast
Pence 2017 Fugio Pinot Noir (Sta. Rita Hills),Pence,Pence Ranch,2017,wine,Red,Pinot Noir,0.1340,750 ml,272,USA,California,Sta. Rita Hills,Fugio,60,94,M.K.,"Quite gamy on the nose, with hints of raw meat and wild herbs, this bottling also offers wild red-currant, bay leaf and peppercorn aromas. The palate is complex and wild, with flavors of pepper-crusted beef served under a orange-rind and cranberry compote and dusted with thyme and tobacco leaf.",2019-12-23,2019-12-31,2020-05-01,pence-2017-fugio-pinot-noir-sta-rita-hills
Pence 2017 Estate Pinot Noir (Sta. Rita Hills),Pence,Pence Ranch,2017,wine,Red,Pinot Noir,0.1350,750 ml,568,USA,California,Sta. Rita Hills,Estate,42,93,M.K.,"Savory aromas of bay leaf, juniper and rosemary play against the wild berry, sumac and dried mulberry aromas on the nose of this herbaceous bottling. The savory and herbal streak consumes the palate as well, where tart cranberry fruit is decorated with fennel pollen, oregano and sanguine flavors.",2019-12-21,2019-12-31,2020-05-01,pence-2017-estate-pinot-noir-sta-rita-hills
Pence 2017 Crate Estate Pinot Noir (Sta. Rita Hills),Pence,Pence Ranch,2017,wine,Red,Pinot Noir,0.1350,750 ml,2856,USA,California,Sta. Rita Hills,Crate Estate,28,91,M.K.,"Earthy herbs, dried berries, bay leaf and caramel cream aromas show on the nose of this bottling. Cranberry-juice and rose-petal flavors meet with juniper and stewed berries on the palate.",2019-12-14,2019-12-17,2020-05-01,pence-2017-crate-estate-pinot-noir-sta-rita-hills
Pence 2017 Unum Estate Pinot Noir (Sta. Rita Hills),Pence,Pence Ranch,2017,wine,Red,Pinot Noir,0.1360,750 ml,495,USA,California,Sta. Rita Hills,Unum Estate,60,96,M.K.,"The nose of this bottling from the estate's first block ever planted is playful and expressive, offering aromas of cranberry, raspberry, bay leaf, juniper and Indian spice. The underripe fruit tones explode on the palate alongside compelling pine needle and wild herb qualities.",2019-12-16,2019-12-17,2020-05-01,pence-2017-unum-estate-pinot-noir-sta-rita-hills
Peltier 2017 Barrel Aged Cosumnes River Pinot Noir (Lodi),Peltier,Peltier Winery,2017,wine,Red,Pinot Noir,0.1450,750 ml,96,USA,California,Lodi,Barrel Aged Cosumnes River,30,89,J.G.,"This well-built, medium-bodied wine has a good, grippy texture to balance ample flavors of grilled plums, cinnamon and clove while leaving the palate clean for the next bite of food.",2020-09-24,2020-09-09,2020-12-31,peltier-2017-barrel-aged-cosumnes-river-pinot-noir-lodi
Peake Ranch 2017 Peake Ranch Vineyard Pinot Noir (Sta. Rita Hills),Peake Ranch,Peake Ranch Winery,2017,wine,Red,Pinot Noir,0.1400,750 ml,243,USA,California,Sta. Rita Hills,Peake Ranch Vineyard,60,92,M.K.,"Full aromas of roasted strawberry, hickory, roasting herbs and a hint of game show on the nose of this estate bottling from a newer brand in the eastern Sta. Rita Hills. There is prominent, plush and savory oak influence on the palate, where rich red fruits, vanilla, ginger and more baking-spice flavors arise.",2019-11-07,2019-11-12,2020-03-01,peake-ranch-2017-peake-ranch-vineyard-pinot-noir-sta-rita-hills
Peake Ranch 2017 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Peake Ranch,Peake Ranch Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,243,USA,California,Sta. Rita Hills,John Sebastiano Vineyard,60,92,M.K.,"Hickory smoke, red cherries and vanilla aromas show on the nose of this bottling from one of the many vineyards owned by proprietor John Wagner. The red-cherry flavor on the palate is simultaneously fresh and dried, while star anise, vanilla-bean and more baking-spice flavors carry into the finish.",2019-11-02,2019-11-05,2020-03-01,peake-ranch-2017-john-sebastiano-vineyard-pinot-noir-sta-rita-hills
Peake Ranch 2017 Pinot Noir (Sta. Rita Hills),Peake Ranch,Peake Ranch Winery,2017,wine,Red,Pinot Noir,0.1400,750 ml,704,USA,California,Sta. Rita Hills,,40,91,M.K.,"Cinnamon, sumac, hibiscus, rose petal and pomegranate are dusted with a hint of wild thyme on the nose of this appellation blend. There is compelling tension to the sip, where hickory smoke flavors decorate the cranberry and pomegranate fruit.",2019-11-04,2019-11-05,2020-03-01,peake-ranch-2017-pinot-noir-sta-rita-hills
Patz & Hall 2017 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),Patz & Hall,Patz & Hall Wine Co,2017,wine,Red,Pinot Noir,0.1500,750 ml,0,USA,California,Santa Lucia Highlands,Pisoni Vineyard,115,93,M.K.,"This is a hearty, smoky and rather burly wine from this legendary vineyard, with dense, deep and savory aromas of campfire-grilled meats, charred blood and intense blackberry. The feral smoke element weaves through the sip, where scorched cherry and nutmeg flavors fill in the gaps.",2020-04-01,2020-04-17,2020-08-01,patz-hall-2017-pisoni-vineyard-pinot-noir-santa-lucia-highlands
Patz & Hall 2017 Alder Springs Pinot Noir (Mendocino County),Patz & Hall,Patz & Hall Wine Co,2017,wine,Red,Pinot Noir,0.1410,750 ml,413,USA,California,Mendocino County,Alder Springs,65,92,J.G.,"This wine is a bit tight in texture, stiffened by firm tannins typical of the vineyard that wrap around vivid red- and black-cherry flavors. While full bodied, it's not at all fat, but offers a feeling of concentration held slightly in check. Best from 2023.",2020-03-19,2020-03-15,2020-08-01,patz-hall-2017-alder-springs-pinot-noir-mendocino-county
